"order","id","type","priority","name","route","path","dimensions","reference_image","alt","locale_reuse","status","reason","prompt"
"154","recipe-serving-asida-ly","recipe-serving-detail","50","Asida — serving detail","/tools/afrokitchen/recipes/asida-ly/","/assets/img/kitchen/asida-ly-2.webp","1200x800","/assets/img/kitchen/asida-ly.webp","Serving detail of Asida","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Asida from Libya, using the existing hero /assets/img/kitchen/asida-ly.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Libyan asida, a smooth wheat-flour mound served warm with a well of melted butter, date syrup, or honey.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"155","recipe-serving-atanga-ga","recipe-serving-detail","50","Atanga — serving detail","/tools/afrokitchen/recipes/atanga-ga/","/assets/img/kitchen/atanga-ga-2.webp","1200x800","/assets/img/kitchen/atanga-ga.webp","Serving detail of Atanga","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Atanga from Gabon, using the existing hero /assets/img/kitchen/atanga-ga.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gabonese boiled African butterfruit served warm with salt, chili, and sometimes bread or cassava.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"156","recipe-serving-atassi-watche-bj","recipe-serving-detail","50","Atassi Watche — serving detail","/tools/afrokitchen/recipes/atassi-watche-bj/","/assets/img/kitchen/atassi-watche-bj-2.webp","1200x800","/assets/img/kitchen/atassi-watche-bj.webp","Serving detail of Atassi Watche","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Atassi Watche from Benin, using the existing hero /assets/img/kitchen/atassi-watche-bj.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Beninese rice and beans cooked tender and served with a concentrated tomato dja sauce, eggs, fish, or wagasi.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"157","recipe-serving-atkilt-wat-et","recipe-serving-detail","50","Atkilt Wat — serving detail","/tools/afrokitchen/recipes/atkilt-wat-et/","/assets/img/kitchen/atkilt-wat-et-2.webp","1200x800","/assets/img/kitchen/atkilt-wat-et.webp","Serving detail of Atkilt Wat","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Atkilt Wat from Ethiopia, using the existing hero /assets/img/kitchen/atkilt-wat-et.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Ethiopian cabbage, potato, and carrot stew seasoned with turmeric, onion, garlic, and ginger.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"158","recipe-serving-ayamase-ofada-stew-ng","recipe-serving-detail","50","Ayamase — serving detail","/tools/afrokitchen/recipes/ayamase-ofada-stew-ng/","/assets/img/kitchen/ayamase-ofada-stew-ng-2.webp","1200x800","/assets/img/kitchen/ayamase-ofada-stew-ng.webp","Serving detail of Ayamase","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Ayamase from Nigeria, using the existing hero /assets/img/kitchen/ayamase-ofada-stew-ng.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Yoruba green pepper stew cooked with bleached palm oil, iru, assorted meats, and boiled eggs, usually served with Ofada rice.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"159","recipe-serving-babenda-bf","recipe-serving-detail","50","Babenda — serving detail","/tools/afrokitchen/recipes/babenda-bf/","/assets/img/kitchen/babenda-bf-2.webp","1200x800","/assets/img/kitchen/babenda-bf.webp","Serving detail of Babenda","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Babenda from Burkina Faso, using the existing hero /assets/img/kitchen/babenda-bf.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A nourishing porridge of millet flour and leafy greens simmered with dawadawa for umami depth. A staple of everyday Burkinabé cooking.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"160","recipe-serving-banana-fritters-gq","recipe-serving-detail","50","Equatoguinean Banana Fritters — serving detail","/tools/afrokitchen/recipes/banana-fritters-gq/","/assets/img/kitchen/banana-fritters-gq-2.webp","1200x800","/assets/img/kitchen/banana-fritters-gq.webp","Serving detail of Equatoguinean Banana Fritters","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Equatoguinean Banana Fritters from Equatorial Guinea, using the existing hero /assets/img/kitchen/banana-fritters-gq.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Equatoguinean Banana Fritters is a dessert with ripe banana and flour, cinnamon and sugar. Serve. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"161","recipe-serving-banga-soup-ng","recipe-serving-detail","50","Banga Soup — serving detail","/tools/afrokitchen/recipes/banga-soup-ng/","/assets/img/kitchen/banga-soup-ng-2.webp","1200x800","/assets/img/kitchen/banga-soup-ng.webp","Serving detail of Banga Soup","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Banga Soup from Nigeria, using the existing hero /assets/img/kitchen/banga-soup-ng.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Nigerian palm nut soup with meat or fish, banga spices, dried fish, crayfish, chile, and fresh herbs.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"162","recipe-serving-banku-tilapia-gh","recipe-serving-detail","50","Banku and Tilapia — serving detail","/tools/afrokitchen/recipes/banku-tilapia-gh/","/assets/img/kitchen/banku-tilapia-gh-2.webp","1200x800","/assets/img/kitchen/banku-tilapia-gh.webp","Serving detail of Banku and Tilapia","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Banku and Tilapia from Ghana, using the existing hero /assets/img/kitchen/banku-tilapia-gh.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A Ghanaian plate of smooth fermented corn and cassava dough served with seasoned grilled tilapia and pepper sauce.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"163","recipe-serving-bariis-iskukaris","recipe-serving-detail","50","Bariis Iskukaris — serving detail","/tools/afrokitchen/recipes/bariis-iskukaris/","/assets/img/kitchen/bariis-iskukaris-2.webp","1200x800","/assets/img/kitchen/bariis-iskukaris.webp","Serving detail of Bariis Iskukaris","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bariis Iskukaris from Somalia, using the existing hero /assets/img/kitchen/bariis-iskukaris.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Somali bariis iskukaris, spiced basmati rice cooked with goat or lamb broth, xawaash, caramelized onion, raisins, and warm spices.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"164","recipe-serving-basbousa-sd","recipe-serving-detail","50","Basbousa — serving detail","/tools/afrokitchen/recipes/basbousa-sd/","/assets/img/kitchen/basbousa-sd-2.webp","1200x800","/assets/img/kitchen/basbousa-sd.webp","Serving detail of Basbousa","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Basbousa from Sudan, using the existing hero /assets/img/kitchen/basbousa-sd.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Sudanese-style basbousa, a syrup-soaked semolina cake with yoghurt, butter, almonds, coconut, and rose water.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"165","recipe-serving-beignets-banane-ga","recipe-serving-detail","50","Beignets de Banane — serving detail","/tools/afrokitchen/recipes/beignets-banane-ga/","/assets/img/kitchen/beignets-banane-ga-2.webp","1200x800","/assets/img/kitchen/beignets-banane-ga.webp","Serving detail of Beignets de Banane","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Beignets de Banane from Gabon, using the existing hero /assets/img/kitchen/beignets-banane-ga.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gabonese banana fritters made with ripe banana, flour, sugar, nutmeg, and a crisp fried edge.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"166","recipe-serving-benachin-gm","recipe-serving-detail","50","Benachin — serving detail","/tools/afrokitchen/recipes/benachin-gm/","/assets/img/kitchen/benachin-gm-2.webp","1200x800","/assets/img/kitchen/benachin-gm.webp","Serving detail of Benachin","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Benachin from Gambia, using the existing hero /assets/img/kitchen/benachin-gm.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Gambian one-pot tomato rice cooked with fish, cassava, sweet potato, cabbage, carrot, chile, and a rich seasoned broth.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"167","recipe-serving-benga-bf","recipe-serving-detail","50","Benga — serving detail","/tools/afrokitchen/recipes/benga-bf/","/assets/img/kitchen/benga-bf-2.webp","1200x800","/assets/img/kitchen/benga-bf.webp","Serving detail of Benga","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Benga from Burkina Faso, using the existing hero /assets/img/kitchen/benga-bf.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Burkinabe rice and beans plate, simple, nourishing, and usually finished with tomato-onion sauce or chili oil.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"168","recipe-serving-bessara-ma","recipe-serving-detail","50","Bessara — serving detail","/tools/afrokitchen/recipes/bessara-ma/","/assets/img/kitchen/bessara-ma-2.webp","1200x800","/assets/img/kitchen/bessara-ma.webp","Serving detail of Bessara","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bessara from Morocco, using the existing hero /assets/img/kitchen/bessara-ma.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Moroccan fava bean or split pea soup pureed smooth and finished with olive oil, cumin, paprika, and bread.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"169","recipe-serving-bilola-gq","recipe-serving-detail","50","Bilola — serving detail","/tools/afrokitchen/recipes/bilola-gq/","/assets/img/kitchen/bilola-gq-2.webp","1200x800","/assets/img/kitchen/bilola-gq.webp","Serving detail of Bilola","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bilola from Equatorial Guinea, using the existing hero /assets/img/kitchen/bilola-gq.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Bilola is a snack with land snails or mushrooms, garlic chili oil. Serve. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"170","recipe-serving-binch-akara-sl","recipe-serving-detail","50","Binch Akara — serving detail","/tools/afrokitchen/recipes/binch-akara-sl/","/assets/img/kitchen/binch-akara-sl-2.webp","1200x800","/assets/img/kitchen/binch-akara-sl.webp","Serving detail of Binch Akara","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Binch Akara from Sierra Leone, using the existing hero /assets/img/kitchen/binch-akara-sl.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Sierra Leonean black-eyed bean fritters, whipped light and fried until crisp, often sold with onion gravy or bread.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"171","recipe-serving-binyebwa-ug","recipe-serving-detail","50","Binyebwa — serving detail","/tools/afrokitchen/recipes/binyebwa-ug/","/assets/img/kitchen/binyebwa-ug-2.webp","1200x800","/assets/img/kitchen/binyebwa-ug.webp","Serving detail of Binyebwa","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Binyebwa from Uganda, using the existing hero /assets/img/kitchen/binyebwa-ug.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Ugandan groundnut sauce made from peanut paste simmered with onion, tomato, and gentle seasoning until creamy.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"172","recipe-serving-boerewors-za","recipe-serving-detail","50","Boerewors — serving detail","/tools/afrokitchen/recipes/boerewors-za/","/assets/img/kitchen/boerewors-za-2.webp","1200x800","/assets/img/kitchen/boerewors-za.webp","Serving detail of Boerewors","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Boerewors from South Africa, using the existing hero /assets/img/kitchen/boerewors-za.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: South African coiled sausage seasoned with coriander, cloves, nutmeg, vinegar, and pepper, then cooked over a braai.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"173","recipe-serving-bogobe-jwa-lerotse-bw","recipe-serving-detail","50","Bogobe Jwa Lerotse — serving detail","/tools/afrokitchen/recipes/bogobe-jwa-lerotse-bw/","/assets/img/kitchen/bogobe-jwa-lerotse-bw-2.webp","1200x800","/assets/img/kitchen/bogobe-jwa-lerotse-bw.webp","Serving detail of Bogobe Jwa Lerotse","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Bogobe Jwa Lerotse from Botswana, using the existing hero /assets/img/kitchen/bogobe-jwa-lerotse-bw.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Botswana sorghum porridge cooked with lerotse melon for a lightly sweet traditional staple.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"174","recipe-serving-boli-ng","recipe-serving-detail","50","Boli — serving detail","/tools/afrokitchen/recipes/boli-ng/","/assets/img/kitchen/boli-ng-2.webp","1200x800","/assets/img/kitchen/boli-ng.webp","Serving detail of Boli","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Boli from Nigeria, using the existing hero /assets/img/kitchen/boli-ng.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Nigerian roasted plantain served hot with groundnuts or a spicy pepper sauce.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"175","recipe-serving-boulaghmane-eh","recipe-serving-detail","50","Boulaghmane — serving detail","/tools/afrokitchen/recipes/boulaghmane-eh/","/assets/img/kitchen/boulaghmane-eh-2.webp","1200x800","/assets/img/kitchen/boulaghmane-eh.webp","Serving detail of Boulaghmane","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Boulaghmane from Western Sahara, using the existing hero /assets/img/kitchen/boulaghmane-eh.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Sahrawi roasted barley flour mixed with hot water, oil or butter, sugar, and milk into a quick desert porridge.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"176","recipe-serving-boule-td","recipe-serving-detail","50","Boule — serving detail","/tools/afrokitchen/recipes/boule-td/","/assets/img/kitchen/boule-td-2.webp","1200x800","/assets/img/kitchen/boule-td.webp","Serving detail of Boule","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Boule from Chad, using the existing hero /assets/img/kitchen/boule-td.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: A smooth, firm millet or sorghum porridge shaped for scooping up Chadian sauces and stews.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"177","recipe-serving-brik-tn","recipe-serving-detail","50","Brik a l'Oeuf — serving detail","/tools/afrokitchen/recipes/brik-tn/","/assets/img/kitchen/brik-tn-2.webp","1200x800","/assets/img/kitchen/brik-tn.webp","Serving detail of Brik a l'Oeuf","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Brik a l'Oeuf from Tunisia, using the existing hero /assets/img/kitchen/brik-tn.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Tunisian brik à l'oeuf, a crisp malsouka pastry filled with egg, tuna, capers, parsley, onion, lemon, and harissa.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"178","recipe-serving-burundian-brochettes-bi","recipe-serving-detail","50","Burundian Brochettes — serving detail","/tools/afrokitchen/recipes/burundian-brochettes-bi/","/assets/img/kitchen/burundian-brochettes-bi-2.webp","1200x800","/assets/img/kitchen/burundian-brochettes-bi.webp","Serving detail of Burundian Brochettes","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Burundian Brochettes from Burundi, using the existing hero /assets/img/kitchen/burundian-brochettes-bi.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Burundian Brochettes is a grill with beef or goat cubes, onion and pili pili. Serve. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"179","recipe-serving-burundian-isombe","recipe-serving-detail","50","Burundian Isombe — serving detail","/tools/afrokitchen/recipes/burundian-isombe/","/assets/img/kitchen/burundian-isombe-2.webp","1200x800","/assets/img/kitchen/burundian-isombe.webp","Serving detail of Burundian Isombe","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Burundian Isombe from Burundi, using the existing hero /assets/img/kitchen/burundian-isombe.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Burundi's version of pounded cassava leaves simmered with palm oil, onions, and a touch of dried fish.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"180","recipe-serving-buzio-caboverdiano-cv","recipe-serving-detail","50","Buzio Caboverdiano — serving detail","/tools/afrokitchen/recipes/buzio-caboverdiano-cv/","/assets/img/kitchen/buzio-caboverdiano-cv-2.webp","1200x800","/assets/img/kitchen/buzio-caboverdiano-cv.webp","Serving detail of Buzio Caboverdiano","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Buzio Caboverdiano from Cape Verde, using the existing hero /assets/img/kitchen/buzio-caboverdiano-cv.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Cape Verdean sea snail or conch stew slow-cooked with onion, garlic, tomato, pepper, bay, potatoes, and herbs.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"181","recipe-serving-cabidela-de-galinha-ao","recipe-serving-detail","50","Cabidela de Galinha — serving detail","/tools/afrokitchen/recipes/cabidela-de-galinha-ao/","/assets/img/kitchen/cabidela-de-galinha-ao-2.webp","1200x800","/assets/img/kitchen/cabidela-de-galinha-ao.webp","Serving detail of Cabidela de Galinha","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Cabidela de Galinha from Angola, using the existing hero /assets/img/kitchen/cabidela-de-galinha-ao.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Angolan-style chicken cabidela braised with vinegar, garlic, onion, bay, and a dark tangy sauce.. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"182","recipe-serving-caldo-chabeu-gw","recipe-serving-detail","50","Caldo de Chabeu — serving detail","/tools/afrokitchen/recipes/caldo-chabeu-gw/","/assets/img/kitchen/caldo-chabeu-gw-2.webp","1200x800","/assets/img/kitchen/caldo-chabeu-gw.webp","Serving detail of Caldo de Chabeu","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Caldo de Chabeu from Guinea-Bissau, using the existing hero /assets/img/kitchen/caldo-chabeu-gw.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Caldo de Chabeu is a stew with fish or chicken, palm fruit sauce. Serve. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
"183","recipe-serving-caldo-mancarra-gw","recipe-serving-detail","50","Caldo de Mancarra — serving detail","/tools/afrokitchen/recipes/caldo-mancarra-gw/","/assets/img/kitchen/caldo-mancarra-gw-2.webp","1200x800","/assets/img/kitchen/caldo-mancarra-gw.webp","Serving detail of Caldo de Mancarra","true","pending","Local hero exists, but the serving-detail slot -2 is absent in every extension.","Create a second editorial food photograph of Caldo de Mancarra from Guinea-Bissau, using the existing hero /assets/img/kitchen/caldo-mancarra-gw.webp as the visual reference for the same dish, ingredients, tableware and lighting. Recipe brief: Caldo de Mancarra is a stew with chicken or vegetables, peanut sauce. Serve. Show a closer serving view that reveals the interior or texture, using a serving utensil appropriate to the food; do not merely crop or duplicate the hero. Keep the portion believable and appetising, with no extra ingredients unsupported by the recipe. Landscape 1200x800, natural window light, realistic colour, main portion safely within central 80%. No text, numbers, labels, flags, logos, watermark, collage or UI. Deliver WebP with exact destination filename."
